osm_id,code,fclass,name,xcoord,ycoord
"1140351105","5621",bus_stop,Улица Тургут Озала,76.8821526,43.2504868
"1140352382","5621",bus_stop,,76.8687795,43.2482318
"1140353376","5621",bus_stop,,76.8597696,43.2363651
"1330741991","5621",bus_stop,,76.8458821,43.2427691
"1330741993","5621",bus_stop,,76.8461948,43.2430249
"1332258580","5621",bus_stop,улица Толе Би,76.8551278,43.245672
"1332259957","5621",bus_stop,,76.8494771,43.2436439
"1385507156","5621",bus_stop,Жетысу-2,76.8483863,43.2190392
"1385509125","5621",bus_stop,,76.8458973,43.21813
"1595138442","5621",bus_stop,Птичий рынок,76.8557058,43.2468302
"1608746303","5621",bus_stop,,76.8580553,43.2298849
"1608746333","5621",bus_stop,,76.8564067,43.2313174
"1608846093","5621",bus_stop,,76.8631849,43.2270676
"1727449698","5621",bus_stop,,76.8528174,43.203296
"1727449702","5621",bus_stop,,76.8515836,43.2030145
"1924771138","5621",bus_stop,Дуйсенова,76.8717544,43.2526684
"1980833367","5621",bus_stop,,76.8330311,43.2328844
"1980833368","5621",bus_stop,,76.837931,43.2339847
"1980833374","5621",bus_stop,Аксай-3,76.8296615,43.2384887
"1980833375","5621",bus_stop,,76.833444,43.2306605
"1980833376","5621",bus_stop,Хлебзавод,76.8312145,43.2350421
"1980833377","5621",bus_stop,Хлебзавод,76.8311781,43.2356378
"1980870682","5621",bus_stop,Конечная,76.8315959,43.2327034
"2124983531","5621",bus_stop,,76.8730665,43.2441939
"2143773454","5621",bus_stop,,76.8454646,43.2269952
"2143773467","5621",bus_stop,,76.8453787,43.2263932
"2389317911","5621",bus_stop,Аксай 2,76.8303622,43.2390967
"2389317912","5621",bus_stop,"101 ,105",76.8294295,43.2397863
"2389317914","5621",bus_stop,,76.8394332,43.238871
"2389317915","5621",bus_stop,,76.8460564,43.2354502
"2389317916","5621",bus_stop,45-63,76.8544566,43.2372065
"2389375250","5621",bus_stop,Моргулана,76.8315856,43.2326101
"2395096684","5621",bus_stop,Момышулы/проспект Абая,76.8391464,43.2176987
"2395096685","5621",bus_stop,,76.837503,43.2205779
"2395096686","5621",bus_stop,,76.8375315,43.2212692
"2395108506","5621",bus_stop,,76.8455482,43.2351707
"2395896573","5621",bus_stop,,76.8347687,43.2276289
"2395896577","5621",bus_stop,Аксай 5,76.834715,43.2269246
"2395896580","5621",bus_stop,Домостроительная,76.836228,43.2241546
"2395896584","5621",bus_stop,Домостроительная,76.8359829,43.2240627
"2400612986","5621",bus_stop,,76.8337236,43.2398776
"2400612987","5621",bus_stop,,76.843636,43.2424135
"2400612990","5621",bus_stop,Тлендиева,76.8719502,43.2490637
"2486055438","5621",bus_stop,,76.8102686,43.2148324
"2486055441","5621",bus_stop,,76.8101366,43.2147398
"2655678489","5622",bus_station,,76.8424754,43.2314944
"2655683304","5622",bus_station,Западная,76.8435262,43.2295196
